,=,CD,O
,415,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 2320,the,DT,OTC
,incidence,NN,OTC
,of,IN,OTC
,infection,NN,OTC
,in,IN,O
,the,DT,O
,intervention,NN,O
,group,NN,O
,-LRB-,-LRB-,O
,8.4,CD,O
,-RRB-,-RRB-,O
,was,VBD,O
,not,RB,O
,inferior,JJ,O
,to,TO,O
,the,DT,OTC
,incidence,NN,OTC
,in,IN,O
,the,DT,O
,control,NN,O
,group,NN,O
,-LRB-,-LRB-,O
,8.9,CD,O
,-RRB-,-RRB-,O
,-LRB-,-LRB-,O
,P,NNP,O
,less,JJR,O
,than,IN,O
,0.05,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 2321,the,DT,O
,1,CD,O
,sided,VBD,O
,SPECIAL_TERM,NNP,O
,for,IN,O
,the,DT,O
,difference,NN,O
,of,IN,O
,infection,NN,O
,rates,NNS,O
,was,VBD,O
,infinity,RB,O
,to,TO,O
,0.028,CD,O
,-EOS-,eos,O
Sentence: 2322,these,DT,O
,results,NNS,O
,indicate,VBP,O
,that,IN,O
,wounds,NNS,O
,can,MD,O
,be,VB,O
,uncovered,VBN,O
,and,CC,O
,allowed,VBN,O
,to,TO,O
,get,VB,O
,wet,JJ,O
,in,IN,O
,the,DT,O
,first,JJ,O
,48,CD,O
,hours,NNS,O
,after,IN,O
,minor,JJ,O
,skin,NN,O
,excision,NN,O
,without,IN,O
,increasing,VBG,O
,the,DT,OTC
,incidence,NN,OTC
,of,IN,OTC
,infection,NN,OTC
,-EOS-,eos,O
Sentence #,Word,POS,Tag
Sentence: 2323,combining,VBG,O
,insulin,NN,O
,with,IN,O
,metformin,NN,O
,or,CC,O
,an,DT,O
,insulin,NN,O
,secretagogue,NN,O
,in,IN,O
,non-obese,JJ,O
,patients,NNS,O
,with,IN,O
,type,NN,O
,2,CD,O
,diabetes,NN,O
,12,CD,O
,month,NN,O
,randomised,VBN,O
,double,VBP,O
,blind,JJ,O
,trial,NN,O
,-EOS-,eos,O
Sentence: 2324,steno,none,O
,Diabetes,none,O
,Center,none,O
,Gentofte,none,O
,Denmark,none,O
,-EOS-,eos,O
Sentence: 2325,to,TO,O
,study,VB,O
,the,DT,O
,effect,NN,O
,of,IN,O
,insulin,NN,O
,treatment,NN,O
,in,IN,O
,combination,NN,O
,with,IN,O
,metformin,NN,O
,or,CC,O
,an,DT,O
,insulin,NN,O
,secretagogue,VBP,O
,repaglinide,VBP,O
,on,IN,O
,glycaemic,JJ,O
,regulation,NN,O
,in,IN,O
,non-obese,JJ,O
,patients,NNS,O
,with,IN,O
,type,NN,O
,2,CD,O
,diabetes,NN,O
,-EOS-,eos,O
Sentence: 2326,randomised,JJ,O
,double,JJ,O
,blind,JJ,O
,double,JJ,O
,dummy,NN,O
,parallel,JJ,O
,trial,NN,O
,-EOS-,eos,O
Sentence: 2327,secondary,JJ,O
,care,NN,O
,in,IN,O
,Denmark,NNP,O
,between,IN,O
,2003,CD,O
,and,CC,O
,2006,CD,O
,-EOS-,eos,O
Sentence: 2328,non-obese,JJ,O
,patients,NNS,O
,-LRB-,-LRB-,O
,BMI,NNP,O
,less,JJR,O
,than,IN,O
,27,CD,O
,-RRB-,-RRB-,O
,with,IN,O
,preserved,JJ,O
,beta,JJ,O
,cell,NN,O
,function,VBP,O
,-EOS-,eos,O
Sentence: 2329,after,IN,O
,a,DT,O
,4,CD,O
,month,NN,O
,run-in,NN,O
,period,NN,O
,with,IN,O
,repaglinide,NN,O
,plus,CC,O
,metformin,JJ,O
,combination,NN,O
,therapy,NN,O
,patients,NNS,O
,with,IN,O
,a,DT,O
,glycated,JJ,O
,hemoglobin,NN,O
,-LRB-,-LRB-,O
,HbA,NNP,O
,-LRB-,-LRB-,O
,1c,NNP,O
,-RRB-,-RRB-,O
,-RRB-,-RRB-,O
,concentration,NN,O
,of,IN,O
,6.5,CD,O
,or,CC,O
,more,JJR,O
,were,VBD,O
,randomised,VBN,O
,to,TO,O
,repaglinide,VB,O
,6,CD,O
,mg,NN,O
,or,CC,O
,metformin,NN,O
,2000,CD,O
,mg,NN,O
,-EOS-,eos,O
Sentence: 2330,all,DT,O
,patients,NNS,O
,also,RB,O
,received,VBD,O
,biphasic,JJ,O
,insulin,NN,O
,aspart,JJ,O
,70,CD,O
,of,IN,O
,30,CD,O
,-LRB-,-LRB-,O
,30,CD,O
,soluble,JJ,O
,insulin,NN,O
,aspart,NN,O
,and,CC,O
,70,CD,O
,intermediate,JJ,O
,acting,JJ,O
,insulin,NN,O
,aspart,NN,O
,-RRB-,-RRB-,O
,6,CD,O
,units,NNS,O
,once,RB,O
,a,DT,O
,day,NN,O
,before,IN,O
,dinner,NN,O
,for,IN,O
,12,CD,O
,months,NNS,O
,-EOS-,eos,O
Sentence: 2331,insulin,NN,O
,dose,NN,O
,was,VBD,O
,adjusted,VBN,O
,aiming,VBG,O
,for,IN,O
,a,DT,O
,fasting,JJ,O
,plasma,NN,O
,glucose,NN,O
,concentration,NN,O
,of,IN,O
,4.0,CD,O
,to,TO,O
,6.0,CD,O
,mmol/l,NN,O
,-EOS-,eos,O
Sentence: 2332,the,DT,O
,target,NN,O
,of,IN,O
,HbA,NNP,OTC
,-LRB-,-LRB-,OTC
,1c,NNP,OTC
,-RRB-,-RRB-,OTC
,concentration,NN,OTC
,was,VBD,O
,less,JJR,O
,than,IN,O
,6.5,CD,O
,-EOS-,eos,O
Sentence: 2333,treatment,NNP,O
,was,VBD,O
,intensified,VBN,O
,to,TO,O
,2,CD,O
,or,CC,O
,3,CD,O
,insulin,NN,O
,injections,NNS,O
,a,DT,O
,day,NN,O
,if,IN,O
,glycaemic,JJ,O
,targets,NNS,O
,were,VBD,O
,not,RB,O
,reached,VBN,O
,-EOS-,eos,O
Sentence: 2334,hba,NNP,OTC
,-LRB-,-LRB-,OTC
,1c,NNP,OTC
,-RRB-,-RRB-,OTC
,concentration,VBZ,OTC
,-EOS-,eos,O
Sentence: 2335,of,IN,O
,the,DT,O
,459,CD,O
,patients,NNS,O
,who,WP,O
,were,VBD,O
,eligible,JJ,O
,102,CD,O
,were,VBD,O
,randomised,VBN,O
,and,CC,O
,97,CD,O
,completed,VBD,O
,the,DT,O
,trial,NN,O
,-EOS-,eos,O
Sentence: 2336,patients,NNS,O
,had,VBD,O
,had,VBN,O
,type,NN,O
,2,CD,O
,diabetes,NNP,O
,for,IN,O
,approximately,RB,O
,10,CD,O
,years,NNS,O
,-EOS-,eos,O
Sentence: 2337,at,IN,O
,the,DT,O
,end,NN,O
,of,IN,O
,treatment,NN,O
,HbA,JJ,OTC
,-LRB-,-LRB-,OTC
,1c,CD,OTC
,-RRB-,-RRB-,OTC
,concentration,NN,OTC
,was,VBD,O
,reduced,VBN,O
,by,IN,O
,a,DT,O
,similar,JJ,O
,amount,NN,O
,in,IN,O
,the,DT,O
,2,CD,O
,treatment,NN,O
,groups,NNS,O
,-LRB-,-LRB-,O
,insulin,NN,O
,plus,IN,O
,metformin,NN,O
,mean,JJ,O
,-LRB-,-LRB-,O
,standard,JJ,O
,deviation,NN,O
,-RRB-,-RRB-,O
,HbA,NN,OTC
,-LRB-,-LRB-,OTC
,1c,NNP,OTC
,-RRB-,-RRB-,OTC
,8.15,CD,O
,-LRB-,-LRB-,O
,1.32,CD,O
,-RRB-,-RRB-,O
,versus,IN,O
,6.72,CD,O
,-LRB-,-LRB-,O
,0.66,CD,O
,-RRB-,-RRB-,O
,insulin,NN,O
,plus,CC,O
,repaglinide,NN,O
,8.07,CD,O
,-LRB-,-LRB-,O
,1.49,CD,O
,-RRB-,-RRB-,O
,versus,IN,O
,6.90,CD,O
,-LRB-,-LRB-,O
,0.68,CD,O
,-RRB-,-RRB-,O
,P,NNP,O
,=,SYM,O
,0.177,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 2338,total,JJ,O
,daily,JJ,O
,insulin,NN,O
,dose,NN,O
,and,CC,O
,risk,NN,O
,of,IN,O
,hypoglycemia,NN,OTC
,were,VBD,O
,also,RB,O
,similar,JJ,O
,in,IN,O
,the,DT,O
,2,CD,O
,treatment,NN,O
,groups,NNS,O
,-EOS-,eos,O
Sentence: 2339,weight,NNP,OTC
,gain,NN,OTC
,was,VBD,O
,less,JJR,O
,with,IN,O
,metformin,NN,O
,plus,CC,O
,biphasic,JJ,O
,insulin,NN,O
,aspart,NN,O
,70,CD,O
,of,IN,O
,30,CD,O
,than,IN,O
,with,IN,O
,repaglinide,NN,O
,plus,CC,O
,biphasic,JJ,O
,insulin,NN,O
,aspart,JJ,O
,70,CD,O
,of,IN,O
,30,CD,O
,-LRB-,-LRB-,O
,difference,NN,O
,in,IN,O
,mean,JJ,O
,body,NN,O
,weight,NN,O
,between,IN,O
,treatments,NNS,O
,-2.51,CD,O
,kg,NN,O
,SPECIAL_TERM,NNP,O
,-4.07,CD,O
,to,TO,O
,-0.95,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 2340,in,IN,O
,non-obese,JJ,O
,patients,NNS,O
,with,IN,O
,type,NN,O
,2,CD,O
,diabetes,NN,O
,and,CC,O
,poor,JJ,O
,glycaemic,JJ,O
,regulation,NN,O
,on,IN,O
,oral,JJ,O
,hypoglycaemic,JJ,O
,agents,NNS,O
,overall,JJ,O
,glycaemic,JJ,O
,regulation,NN,O
,with,IN,O
,insulin,NN,O
,in,IN,O
,combination,NN,O
,with,IN,O
,metformin,NN,O
,was,VBD,O
,equivalent,JJ,O
,to,TO,O
,that,DT,O
,with,IN,O
,insulin,NN,O
,plus,CC,O
,repaglinide,NN,O
,-EOS-,eos,O
Sentence: 2341,weight,NNP,OTC
,gain,NN,OTC
,seemed,VBD,O
,less,JJR,O
,with,IN,O
,insulin,NN,O
,plus,IN,O
,metformin,NN,O
,than,IN,O
,with,IN,O
,insulin,NN,O
,plus,CC,O
,repaglinide,NN,O
,-EOS-,eos,O
Sentence: 2342,diabetes,NNP,O
,Mellitus,NNP,O
,Type,NNP,O
,2,CD,O
Sentence: 2343,non-obese,JJ,O
,patients,NNS,O
,-LRB-,-LRB-,O
,BMI,NNP,O
,less,JJR,O
,than,IN,O
,27,CD,O
,kg/m2,CD,O
,-RRB-,-RRB-,O
Sentence: 2344,age,NNP,O
,40,CD,O
,years,NNS,O
,or,CC,O
,older,JJR,O
Sentence: 2345,hba1c,VBN,O
,=,SYM,O
,6.5,CD,O
,or,CC,O
,higher,JJR,O
,at,IN,O
,baseline,NN,O
,-EOS-,eos,O
Sentence: 2346,no,DT,O
,known,VBN,O
,contraindications,NNS,O
,for,IN,O
,either,DT,O
,of,IN,O
,the,DT,O
,study-drugs,NNS,O
,-LRB-,-LRB-,O
,known,VBN,O
,allergy,NN,O
,to,TO,O
,the,DT,O
,study-drugs,NNS,O
,heart,NN,O
,liver,JJ,O
,or,CC,O
,kidney-failure,JJ,O
,-RRB-,-RRB-,O
Sentence: 2347,other,JJ,O
,serious,JJ,O
,physical,JJ,O
,or,CC,O
,mental,JJ,O
,illnesses,NNS,O
,with,IN,O
,a,DT,O
,life-shortening,JJ,O
,prognosis,NN,O
,-EOS-,eos,O
Sentence: 2348,drug,NN,O
,or,CC,O
,alcohol,NN,O
,abuse,NN,O
,-EOS-,eos,O
Sentence: 2349,weight-loss,NNS,O
,of,IN,O
,greater,JJR,O
,than,IN,O
,5,CD,O
,kg,VBP,O
,during,IN,O
,the,DT,O
,last,JJ,O
,6,CD,O
,month,NN,O
,prior,RB,O
,to,TO,O
,enrollment,NN,O
,-EOS-,eos,O
Sentence: 2350,tablets,NNS,O
,of,IN,O
,500,CD,O
,mg,NN,O
,1000,CD,O
,mg,VBN,O
,2,CD,O
,times,NNS,O
,daily,RB,O
,-EOS-,eos,O
Sentence: 2351,insulin,NNP,O
,BIAsp30,NNP,O
,-LRB-,-LRB-,O
,Novolog,NNP,O
,70,CD,O
,of,IN,O
,30,CD,O
,-RRB-,-RRB-,O
Sentence: 2352,starting,VBG,O
,dose,CD,O
,6,CD,O
,units,NNS,O
,-EOS-,eos,O
Sentence: 2353,titration,VBN,O
,according,VBG,O
,to,TO,O
,glycaemic,JJ,O
,targets,NNS,O
,during,IN,O
,the,DT,O
,entire,JJ,O
,intervention,NN,O
,period,NN,O
,-EOS-,eos,O
Sentence: 2354,tablets,NNS,O
,of,IN,O
,1,CD,O
,mg,NN,O
,Dosage,NNP,O
,2,CD,O
,mg,VBN,O
,3,CD,O
,times,NNS,O
,daily,RB,O
,-EOS-,eos,O
Sentence: 2355,tablets,NNS,O
,corresponding,VBD,O
,to,TO,O
,500,CD,O
,mg,NN,O
,2,CD,O
,tablets,NNS,O
,2,CD,O
,times,NNS,O
,daily,RB,O
,-EOS-,eos,O
Sentence: 2356,tablet,NNP,O
,corresponding,NNP,O
,to,TO,O
,1,CD,O
,mg,NN,O
,2,CD,O
,tablets,NNS,O
,3,CD,O
,times,NNS,O
,daily,JJ,O
,-EOS-,eos,O
Sentence: 2357,glycemic,JJ,O
,control,NN,O
,-LRB-,-LRB-,O
,HbA1c,NNP,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 2358,home,NNP,O
,monitored,VBD,O
,plasma-glucose,JJ,O
,profiles,NNS,O
Sentence: 2359,non-glycemic,JJ,O
,cardiovascular,JJ,O
,risk,NN,O
,factors,NNS,O
,24h,JJ,O
,blood-pressure,JJ,O
,measurement,NN,O
Sentence: 2360,24h,JJ,O
,urinary,JJ,O
,albumin,NN,O
,excretion-rate,VBP,O
,-EOS-,eos,O
Sentence: 2361,fasting,JJ,O
,and,CC,O
,postprandial,JJ,O
,5-point-profiles,JJ,O
,of,IN,O
,total-cholesterol,JJ,O
,LDL-cholesterol,JJ,O
,HDL-cholesterol,JJ,O
,triglycerides,JJ,O
,free,JJ,O
,fatty,JJ,O
,acids,NNS,O
,p-glucose,NN,O
,c-peptide,NN,O
,and,CC,O
,insulin,NN,O
,after,IN,O
,a,DT,O
,standard,JJ,O
,test-meal,NN,O
Sentence: 2362,markers,NNS,O
,of,IN,O
,endothelial,JJ,O
,dysfunction,NN,O
,inflammation,NN,O
,and,CC,O
,fibrinolysis,NNS,O
,including,VBG,O
,Small-dense-LDL,NNP,O
,Lp,NNP,O
,-LRB-,-LRB-,O
,a,SYM,O
,-RRB-,-RRB-,O
,and,CC,O
,Apo,NNP,O
,B100,NNP,O
,von,NNP,O
,Willebrand-factor,NNP,O
,ICAM,NNP,O
,VCAM,NNP,O
,selectin,NNP,O
,endothelin,NNP,O
,Amadori-protein,NNP,O
,CRP,NNP,O
,fibrinogen,NNP,O
,IL-6,NNP,O
,TNF-alfa,NNP,O
,ADMA,NNP,O
,PAI,NNP,O
,and,CC,O
,t-PA-activity,NN,O
Sentence #,Word,POS,Tag
Sentence: 2363,determination,NNP,O
,of,IN,O
,pH,NN,O
,or,CC,O
,lactate,NN,O
,in,IN,O
,fetal,JJ,O
,scalp,NN,O
,blood,NN,O
,in,IN,O
,management,NN,O
,of,IN,O
,intrapartum,JJ,O
,fetal,JJ,O
,distress,NN,O
,randomised,NN,O
,controlled,VBN,O
,multicentre,JJ,O
,trial,NN,O
,-EOS-,eos,O
Sentence: 2364,departments,none,O
,of,none,O
,Obstetrics,none,O
,and,none,O
,Gynaecology,none,O
,S,none,O
,&#8730;,none,O
,&#131;,none,O
,&#8706;,none,O
,der,none,O
,Hospital,none,O
,Stockholm,none,O
,Sweden,none,O
,-EOS-,eos,O
Sentence: 2365,to,TO,O
,examine,VB,O
,the,DT,O
,effectiveness,NN,O
,of,IN,O
,pH,NN,O
,analysis,NN,O
,of,IN,O
,fetal,JJ,O
,scalp,NN,O
,blood,NN,O
,compared,VBN,O
,with,IN,O
,lactate,JJ,O
,analysis,NN,O
,in,IN,O
,identifying,VBG,O
,hypoxia,NN,O
,in,IN,O
,labor,NN,O
,to,TO,O
,prevent,VB,O
,acidemia,NN,O
,at,IN,O
,birth,NN,O
,-EOS-,eos,O
Sentence: 2366,randomised,NNP,O
,controlled,VBD,O
,multicentre,JJ,O
,trial,NN,O
,-EOS-,eos,O
Sentence: 2367,women,NNP,O
,with,IN,O
,a,DT,O
,singleton,NN,O
,pregnancy,NN,O
,cephalic,JJ,O
,presentation,NN,O
,gestational,JJ,O
,age,NN,O
,greater,JJR,O
,than,IN,O
,or,CC,O
,=,IN,O
,34,CD,O
,weeks,NNS,O
,and,CC,O
,clinical,JJ,O
,indication,NN,O
,for,IN,O
,fetal,JJ,O
,scalp,NN,O
,blood,NN,O
,sampling,VBD,O
,-EOS-,eos,O
Sentence: 2368,standard,JJ,O
,pH,NN,O
,analysis,NN,O
,-LRB-,-LRB-,O
,n,VBN,O
,=,SYM,O
,1496,CD,O
,-RRB-,-RRB-,O
,or,CC,O
,lactate,JJ,O
,analysis,NN,O
,-LRB-,-LRB-,O
,n,VBN,O
,=,SYM,O
,1496,CD,O
,-RRB-,-RRB-,O
,with,IN,O
,an,DT,O
,electrochemical,JJ,O
,microvolume,NN,O
,-LRB-,-LRB-,O
,5,CD,O
,mul,CD,O
,-RRB-,-RRB-,O
,test,VBP,O
,strip,NN,O
,device,NN,O
,-EOS-,eos,O
Sentence: 2369,the,DT,O
,cut-off,JJ,O
,levels,NNS,O
,for,IN,O
,intervention,NN,O
,were,VBD,O
,pH,VBN,O
,less,JJR,O
,than,IN,O
,7.21,CD,O
,and,CC,O
,lactate,NN,O
,greater,JJR,O
,than,IN,O
,4.8,CD,O
,mmol/l,NN,O
,respectively,RB,O
,-EOS-,eos,O
Sentence: 2370,metabolic,JJ,OTC
,acidemia,NN,OTC
,-LRB-,-LRB-,OTC
,pH,NN,OTC
,less,JJR,OTC
,than,IN,OTC
,7.05,CD,OTC
,and,CC,OTC
,base,NN,OTC
,deficit,NN,OTC
,greater,JJR,OTC
,than,IN,OTC
,12,CD,OTC
,mmol/l,NN,OTC
,-RRB-,-RRB-,OTC
,or,CC,O
,pH,NN,O
,less,JJR,O
,than,IN,O
,7.00,CD,O
,in,IN,O
,cord,NN,O
,artery,NN,O
,blood,NN,O
,-EOS-,eos,O
Sentence: 2371,metabolic,NNP,OTC
,acidemia,NNP,OTC
,occurred,VBD,O
,in,IN,O
,3.2,CD,O
,in,IN,O
,the,DT,O
,lactate,JJ,O
,group,NN,O
,and,CC,O
,in,IN,O
,3.6,CD,O
,in,IN,O
,the,DT,O
,pH,NN,O
,group,NN,O
,-LRB-,-LRB-,O
,SPECIAL_TERM,NNP,O
,0.91,CD,O
,SPECIAL_TERM,NNP,O
,0.61,CD,O
,to,TO,O
,1.36,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 2372,pH,NN,OTC
,less,JJR,OTC
,than,IN,OTC
,7.00,CD,OTC
,occurred,VBN,O
,in,IN,O
,1.5,CD,O
,in,IN,O
,the,DT,O
,lactate,JJ,O
,group,NN,O
,and,CC,O
,in,IN,O
,1.8,CD,O
,in,IN,O
,the,DT,O
,pH,NN,O
,group,NN,O
,-LRB-,-LRB-,O
,0.84,CD,O
,0.47,CD,O
,to,TO,O
,1.50,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 2373,there,EX,O
,was,VBD,O
,no,DT,O
,significant,JJ,O
,difference,NN,O
,in,IN,O
,Apgar,NNP,OTC
,scores,NNS,OTC
,less,JJR,OTC
,than,IN,OTC
,7,CD,OTC
,at,IN,OTC
,5,CD,OTC
,minutes,NNS,OTC
,-LRB-,-LRB-,O
,1.15,CD,O
,0.76,CD,O
,to,TO,O
,1.75,CD,O
,-RRB-,-RRB-,O
,or,CC,O
,operative,JJ,OTC
,deliveries,NNS,OTC
,for,IN,OTC
,fetal,JJ,OTC
,distress,NN,OTC
,-LRB-,-LRB-,O
,1.02,CD,O
,0.93,CD,O
,to,TO,O
,1.11,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 2374,there,EX,O
,were,VBD,O
,no,DT,O
,significant,JJ,O
,differences,NNS,O
,in,IN,O
,rate,NN,O
,of,IN,O
,acidemia,NN,O
,at,IN,O
,birth,NN,O
,after,IN,O
,use,NN,O
,of,IN,O
,lactate,JJ,O
,analysis,NN,O
,or,CC,O
,pH,NN,O
,analysis,NN,O
,of,IN,O
,fetal,JJ,O
,scalp,NN,O
,blood,NN,O
,samples,NNS,O
,to,TO,O
,determine,VB,O
,hypoxia,NN,O
,during,IN,O
,labor,NN,O
,-EOS-,eos,O
Sentence: 2375,ISRCT,NNP,O
,No,NNP,O
,1606064,NNP,O
,-EOS-,eos,O
Sentence #,Word,POS,Tag
Sentence: 2376,effect,NN,O
,of,IN,O
,using,VBG,O
,an,DT,O
,interactive,JJ,O
,booklet,NN,O
,about,IN,O
,childhood,NN,O
,respiratory,JJ,O
,tract,NN,O
,infections,NNS,O
,in,IN,O
,primary,JJ,O
,care,NN,O
,consultations,NNS,O
,on,IN,O
,reconsulting,JJ,O
,and,CC,O
,antibiotic,JJ,O
,prescribing,NN,O
,a,DT,O
,cluster,NN,O
,randomised,VBD,O
,controlled,JJ,O
,trial,NN,O
,-EOS-,eos,O
Sentence: 2377,department,none,O
,of,none,O
,Primary,none,O
,Care,none,O
,and,none,O
,Public,none,O
,Health,none,O
,School,none,O
,of,none,O
,Medicine,none,O
,Cardiff,none,O
,University,none,O
,Neuadd,none,O
,Meirionnydd,none,O
,Heath,none,O
,Park,none,O
,Cardiff,none,O
,CF14,none,O
,4XN,none,O
,-EOS-,eos,O
Sentence: 2378,to,TO,O
,establish,VB,O
,whether,IN,O
,an,DT,O
,interactive,JJ,O
,booklet,NN,O
,on,IN,O
,respiratory,JJ,O
,tract,NN,O
,infections,NNS,O
,in,IN,O
,children,NNS,O
,reduces,VBZ,O
,reconsultation,NN,O
,for,IN,O
,the,DT,O
,same,JJ,O
,illness,NN,O
,episode,NN,O
,reduces,VBZ,O
,antibiotic,JJ,O
,use,NN,O
,and,CC,O
,affects,VBZ,O
,future,JJ,O
,consulting,VBG,O
,intentions,NNS,O
,while,IN,O
,maintaining,VBG,O
,parental,JJ,O
,satisfaction,NN,O
,with,IN,O
,care,NN,O
,-EOS-,eos,O
Sentence: 2379,pragmatic,JJ,O
,cluster,NN,O
,randomised,VBD,O
,controlled,JJ,O
,trial,NN,O
,-EOS-,eos,O
Sentence: 2380,61,CD,O
,general,JJ,O
,practices,NNS,O
,in,IN,O
,Wales,NNP,O
,and,CC,O
,England,NNP,O
,-EOS-,eos,O
Sentence: 2381,558,JJ,O
,children,NNS,O
,-LRB-,-LRB-,O
,6,CD,O
,months,NNS,O
,to,TO,O
,14,CD,O
,years,NNS,O
,-RRB-,-RRB-,O
,presenting,VBD,O
,to,TO,O
,primary,JJ,O
,care,NN,O
,with,IN,O
,an,DT,O
,acute,JJ,O
,respiratory,JJ,O
,tract,NN,O
,infection,NN,O
,-LRB-,-LRB-,O
,7,CD,O
,days,NNS,O
,or,CC,O
,less,JJR,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 2382,children,VBG,O
,with,IN,O
,suspected,VBN,O
,pneumonia,NN,O
,asthma,NN,O
,or,CC,O
,a,DT,O
,serious,JJ,O
,concomitant,JJ,O
,illness,NN,O
,or,CC,O
,needing,VBG,O
,immediate,JJ,O
,hospital,NN,O
,admission,NN,O
,were,VBD,O
,excluded,VBN,O
,-EOS-,eos,O
Sentence: 2383,3,CD,O
,withdrew,NNS,O
,and,CC,O
,27,CD,O
,were,VBD,O
,lost,VBN,O
,to,TO,O
,follow-up,NN,O
,leaving,VBG,O
,528,NNP,O
,-LRB-,-LRB-,O
,94.6,CD,O
,-RRB-,-RRB-,O
,with,IN,O
,main,JJ,O
,outcome,NN,O
,data,NNS,O
,-EOS-,eos,O
Sentence: 2384,clinicians,NNS,O
,in,IN,O
,the,DT,O
,intervention,NN,O
,group,NN,O
,were,VBD,O
,trained,VBN,O
,in,IN,O
,the,DT,O
,use,NN,O
,of,IN,O
,an,DT,O
,interactive,JJ,O
,booklet,NN,O
,on,IN,O
,respiratory,JJ,O
,tract,NN,O
,infections,NNS,O
,and,CC,O
,asked,VBN,O
,to,TO,O
,use,VB,O
,the,DT,O
,booklet,NN,O
,during,IN,O
,consultations,NNS,O
,with,IN,O
,recruited,JJ,O
,patients,NNS,O
,-LRB-,-LRB-,O
,and,CC,O
,provide,VBP,O
,it,PRP,O
,as,IN,O
,a,DT,O
,take,NN,O
,home,NN,O
,resource,NN,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 2385,clinicians,NNS,O
,in,IN,O
,the,DT,O
,control,NN,O
,group,NN,O
,conducted,VBD,O
,their,PRP$,O
,consultations,NNS,O
,as,IN,O
,usual,JJ,O
,-EOS-,eos,O
Sentence: 2386,the,DT,OTC
,proportion,NN,OTC
,of,IN,OTC
,children,NNS,OTC
,who,WP,OTC
,attended,VBD,OTC
,a,DT,OTC
,face-to-face,JJ,OTC
,consultation,NN,OTC
,about,IN,OTC
,the,DT,OTC
,same,JJ,OTC
,illness,NN,OTC
,during,IN,O
,the,DT,O
,2,CD,O
,week,NN,O
,follow-up,NN,O
,period,NN,O
,-EOS-,eos,O
Sentence: 2387,secondary,JJ,O
,outcomes,NNS,O
,included,VBD,O
,antibiotic,JJ,OTC
,prescribing,NN,OTC
,antibiotic,JJ,O
,consumption,NN,O
,future,JJ,O
,consulting,NN,O
,intentions,NNS,O
,and,CC,O
,parental,JJ,O
,satisfaction,NN,O
,reassurance,NN,O
,and,CC,O
,enablement,NN,O
,-EOS-,eos,O
Sentence: 2388,reconsultation,NNP,OTC
,occurred,VBD,O
,in,IN,O
,12.9,CD,O
,of,IN,O
,children,NNS,O
,in,IN,O
,the,DT,O
,intervention,NN,O
,group,NN,O
,and,CC,O
,16.2,CD,O
,in,IN,O
,the,DT,O
,control,NN,O
,group,NN,O
,-LRB-,-LRB-,O
,SPECIAL_TERM,NNP,O
,3.3,CD,O
,SPECIAL_TERM,NNP,O
,-2.7,CD,O
,to,TO,O
,9.3,CD,O
,P,VBP,O
,=,SYM,O
,0.29,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 2389,using,VBG,O
,multilevel,JJ,O
,modelling,NN,O
,-LRB-,-LRB-,O
,at,IN,O
,the,DT,O
,practice,NN,O
,and,CC,O
,individual,JJ,O
,level,NN,O
,-RRB-,-RRB-,O
,to,TO,O
,account,VB,O
,for,IN,O
,clustering,NN,O
,no,DT,O
,significant,JJ,O
,difference,NN,O
,in,IN,O
,reconsulting,NN,O
,was,VBD,O
,noted,VBN,O
,-LRB-,-LRB-,O
,SPECIAL_TERM,NNP,O
,0.75,CD,O
,0.41,CD,O
,to,TO,O
,1.38,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 2390,antibiotics,NNS,OTC
,were,VBD,OTC
,prescribed,VBN,OTC
,at,IN,O
,the,DT,O
,index,NN,O
,consultation,CD,O
,to,TO,O
,19.5,CD,O
,of,IN,O
,children,NNS,O
,in,IN,O
,the,DT,O
,intervention,NN,O
,group,NN,O
,and,CC,O
,40.8,CD,O
,of,IN,O
,children,NNS,O
,in,IN,O
,the,DT,O
,the,DT,O
,control,NN,O
,group,NN,O
,-LRB-,-LRB-,O
,SPECIAL_TERM,NNP,O
,21.3,CD,O
,SPECIAL_TERM,CD,O
,13.7,JJ,O
,to,TO,O
,28.9,CD,O
,-RRB-,-RRB-,O
,P,NNP,O
,less,JJR,O
,than,IN,O
,0.001,CD,O
,-RRB-,-RRB-,O
,-EOS-,eos,O
Sentence: 2391,a,DT,O
,significant,JJ,O
,difference,NN,O
,was,VBD,O
,still,RB,O
,present,JJ,O
,after,IN,O
,adjusting,VBG,O
,for,IN,O
,clustering,VBG,O
